"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Wilkes County, GA"	"13317"	70	9694	722.1
	"Wilkinson County, GA"	"13319"	60	8812	680.9
	"Worth County, GA"	"13321"	122	19972	610.9
	"Hawaii County, HI"	"15001"	805	203340	395.9
	"Honolulu County, HI"	"15003"	3364	963826	349.0
	"Kauai County, HI"	"15007"	242	71851	336.8
	"Maui County, HI"	"15009"	553	167902	329.4
	"Ada County, ID"	"16001"	1537	494399	310.9
	"Adams County, ID"	"16003"	22	4447	494.7
	"Bannock County, ID"	"16005"	321	88795	361.5
	"Bear Lake County, ID"	"16007"	24	6143	390.7
	"Benewah County, ID"	"16009"	65	9430	689.3
	"Bingham County, ID"	"16011"	160	47202	339.0
	"Blaine County, ID"	"16013"	52	23426	222.0
	"Boise County, ID"	"16015"	27	8065	334.8
	"Bonner County, ID"	"16017"	208	46817	444.3
	"Bonneville County, ID"	"16019"	386	122134	316.0
	"Boundary County, ID"	"16021"	52	12656	410.9
	"Butte County, ID"	"16023"	14	2646	Unreliable
	"Canyon County, ID"	"16027"	828	237053	349.3
	"Caribou County, ID"	"16029"	24	7123	336.9
	"Cassia County, ID"	"16031"	89	24277	366.6
	"Clearwater County, ID"	"16035"	47	8846	531.3
	"Custer County, ID"	"16037"	23	4249	541.3
	"Elmore County, ID"	"16039"	109	27448	397.1
	"Franklin County, ID"	"16041"	45	14215	316.6
	"Fremont County, ID"	"16043"	57	13218	431.2
	"Gem County, ID"	"16045"	86	18703	459.8
	"Gooding County, ID"	"16047"	70	15618	448.2
	"Idaho County, ID"	"16049"	76	16823	451.8
	"Jefferson County, ID"	"16051"	89	30581	291.0
	"Jerome County, ID"	"16053"	89	24578	362.1
	"Kootenai County, ID"	"16055"	694	170628	406.7
	"Latah County, ID"	"16057"	119	40830	291.5
	"Lemhi County, ID"	"16059"	43	8054	533.9
	"Lewis County, ID"	"16061"	25	3838	651.4
	"Lincoln County, ID"	"16063"	17	5358	Unreliable
	"Madison County, ID"	"16065"	76	40318	188.5
	"Minidoka County, ID"	"16067"	81	21216	381.8
	"Nez Perce County, ID"	"16069"	231	40755	566.8
	"Oneida County, ID"	"16071"	20	4520	442.5
	"Owyhee County, ID"	"16073"	50	12133	412.1
	"Payette County, ID"	"16075"	110	24771	444.1
	"Power County, ID"	"16077"	22	7643	287.8
	"Shoshone County, ID"	"16079"	76	12911	588.6
	"Teton County, ID"	"16081"	25	12501	200.0
	"Twin Falls County, ID"	"16083"	413	88411	467.1
	"Valley County, ID"	"16085"	41	11792	347.7
	"Washington County, ID"	"16087"	69	10360	666.0
	"Adams County, IL"	"17001"	359	64783	554.2
	"Alexander County, IL"	"17003"	42	5497	764.1
	"Bond County, IL"	"17005"	75	16262	461.2
	"Boone County, IL"	"17007"	220	52777	416.8
	"Brown County, IL"	"17009"	27	6546	412.5
	"Bureau County, IL"	"17011"	161	32303	498.4
	"Calhoun County, IL"	"17013"	38	4616	823.2
	"Carroll County, IL"	"17015"	120	14241	842.6
	"Cass County, IL"	"17017"	47	11925	394.1
	"Champaign County, IL"	"17019"	593	209192	283.5
	"Christian County, IL"	"17021"	209	32075	651.6
	"Clark County, IL"	"17023"	85	15268	556.7
	"Clay County, IL"	"17025"	70	13079	535.2
	"Clinton County, IL"	"17027"	149	37398	398.4
	"Coles County, IL"	"17029"	238	50383	472.4
	"Cook County, IL"	"17031"	18293	5108284	358.1
	"Crawford County, IL"	"17033"	109	18512	588.8
	"Cumberland County, IL"	"17035"	59	10649	554.0
	"DeKalb County, IL"	"17037"	324	104491	310.1
	"De Witt County, IL"	"17039"	74	15368	481.5
	"Douglas County, IL"	"17041"	106	19510	543.3
	"DuPage County, IL"	"17043"	2939	917481	320.3
	"Edgar County, IL"	"17045"	103	16858	611.0
	"Edwards County, IL"	"17047"	35	6356	550.7
	"Effingham County, IL"	"17049"	168	34065	493.2
	"Fayette County, IL"	"17051"	120	21264	564.3
	"Ford County, IL"	"17053"	85	12949	656.4
	"Franklin County, IL"	"17055"	252	38060	662.1
	"Fulton County, IL"	"17057"	208	33690	617.4
	"Gallatin County, IL"	"17059"	40	4793	834.6
	"Greene County, IL"	"17061"	84	12702	661.3
	"Grundy County, IL"	"17063"	221	50993	433.4
	"Hamilton County, IL"	"17065"	50	8084	618.5
	"Hancock County, IL"	"17067"	110	17422	631.4
	"Hardin County, IL"	"17069"	29	3808	761.6
	"Henderson County, IL"	"17071"	37	6535	566.2
	"Henry County, IL"	"17073"	215	48411	444.1
	"Iroquois County, IL"	"17075"	207	26711	775.0
	"Jackson County, IL"	"17077"	230	56675	405.8
	"Jasper County, IL"	"17079"	59	9465	623.3
	"Jefferson County, IL"	"17081"	190	37235	510.3
	"Jersey County, IL"	"17083"	114	21616	527.4
	"Jo Daviess County, IL"	"17085"	130	21239	612.1
	"Johnson County, IL"	"17087"	58	12358	469.3
	"Kane County, IL"	"17089"	1633	531010	307.5
	"Kankakee County, IL"	"17091"	499	108594	459.5
	"Kendall County, IL"	"17093"	308	130638	235.8
	"Knox County, IL"	"17095"	294	49053	599.4
	"Lake County, IL"	"17097"	2224	693593	320.6
	"LaSalle County, IL"	"17099"	550	107571	511.3
	"Lawrence County, IL"	"17101"	62	15467	400.9
	"Lee County, IL"	"17103"	164	33647	487.4
	"Livingston County, IL"	"17105"	214	35414	604.3
	"Logan County, IL"	"17107"	150	28383	528.5
	"McDonough County, IL"	"17109"	138	29295	471.1
	"McHenry County, IL"	"17111"	1047	305888	342.3
	"McLean County, IL"	"17113"	583	171256	340.4
	"Macon County, IL"	"17115"	606	103015	588.3
	"Macoupin County, IL"	"17117"	254	44567	569.9
	"Madison County, IL"	"17119"	1338	262635	509.5
	"Marion County, IL"	"17121"	231	37045	623.6
	"Marshall County, IL"	"17123"	79	11309	698.6
	"Mason County, IL"	"17125"	77	13173	584.5
	"Massac County, IL"	"17127"	94	13636	689.4
	"Menard County, IL"	"17129"	68	12068	563.5
	"Mercer County, IL"	"17131"	104	15225	683.1
	"Monroe County, IL"	"17133"	134	34739	385.7
	"Montgomery County, IL"	"17135"	155	28045	552.7
	"Morgan County, IL"	"17137"	196	33400	586.8
	"Moultrie County, IL"	"17139"	71	14347	494.9
	"Ogle County, IL"	"17141"	247	50306	491.0
	"Peoria County, IL"	"17143"	823	177652	463.3
	"Perry County, IL"	"17145"	110	20664	532.3
	"Piatt County, IL"	"17147"	70	16355	428.0
	"Pike County, IL"	"17149"	94	15239	616.8
	"Pope County, IL"	"17151"	20	4142	482.9
	"Pulaski County, IL"	"17153"	46	5201	884.4
	"Putnam County, IL"	"17155"	18	5716	Unreliable
	"Randolph County, IL"	"17157"	148	31351	472.1
	"Richland County, IL"	"17159"	103	15507	664.2
	"Rock Island County, IL"	"17161"	666	140907	472.7
	"St. Clair County, IL"	"17163"	1083	258046	419.7
	"Saline County, IL"	"17165"	141	23182	608.2
	"Sangamon County, IL"	"17167"	893	193882	460.6
	"Schuyler County, IL"	"17169"	42	6738	623.3
	"Scott County, IL"	"17171"	38	4950	767.7
	"Shelby County, IL"	"17173"	124	21299	582.2
	"Stark County, IL"	"17175"	21	5262	399.1
	"Stephenson County, IL"	"17177"	258	43831	588.6
	"Tazewell County, IL"	"17179"	690	130777	527.6
	"Union County, IL"	"17181"	97	16498	588.0
	"Vermilion County, IL"	"17183"	452	74855	603.8
	"Wabash County, IL"	"17185"	74	11190	661.3
	"Warren County, IL"	"17187"	88	16696	527.1
	"Washington County, IL"	"17189"	73	13764	530.4
	"Wayne County, IL"	"17191"	108	16031	673.7
	"White County, IL"	"17193"	97	13364	725.8
	"Whiteside County, IL"	"17195"	322	54656	589.1
	"Will County, IL"	"17197"	2287	688726	332.1
	"Williamson County, IL"	"17199"	353	66415	531.5
	"Winnebago County, IL"	"17201"	1418	281295	504.1
	"Woodford County, IL"	"17203"	152	38091	399.0
	"Adams County, IN"	"18001"	101	35839	281.8
	"Allen County, IN"	"18003"	1413	382187	369.7
	"Bartholomew County, IN"	"18005"	326	84447	386.0
	"Benton County, IN"	"18007"	45	8741	514.8
	"Blackford County, IN"	"18009"	69	11782	585.6
	"Boone County, IN"	"18011"	238	69347	343.2
	"Brown County, IN"	"18013"	60	15112	397.0
	"Carroll County, IN"	"18015"	88	20228	435.0
	"Cass County, IN"	"18017"	159	37388	425.3
	"Clark County, IN"	"18019"	583	119266	488.8
	"Clay County, IN"	"18021"	136	26246	518.2
	"Clinton County, IN"	"18023"	171	32206	531.0
	"Crawford County, IN"	"18025"	51	10629	479.8
	"Daviess County, IN"	"18027"	136	33505	405.9
	"Dearborn County, IN"	"18029"	224	49824	449.6
	"Decatur County, IN"	"18031"	127	26584	477.7
	"De Kalb County, IN"	"18033"	192	43670	439.7
	"Delaware County, IN"	"18035"	528	113454	465.4
	"Dubois County, IN"	"18037"	161	42542	378.4
	"Elkhart County, IN"	"18039"	764	206161	370.6
	"Fayette County, IN"	"18041"	166	22892	725.1
	"Floyd County, IN"	"18043"	356	78936	451.0
	"Fountain County, IN"	"18045"	111	16511	672.3
	"Franklin County, IN"	"18047"	84	22761	369.1
	"Fulton County, IN"	"18049"	97	20018	484.6
	"Gibson County, IN"	"18051"	136	33825	402.1
	"Grant County, IN"	"18053"	401	65225	614.8
	"Greene County, IN"	"18055"	164	32203	509.3
	"Hamilton County, IN"	"18057"	902	344238	262.0
	"Hancock County, IN"	"18059"	340	79553	427.4
	"Harrison County, IN"	"18061"	189	40682	464.6
	"Hendricks County, IN"	"18063"	504	173251	290.9
	"Henry County, IN"	"18065"	255	48033	530.9
	"Howard County, IN"	"18067"	424	82732	512.5
	"Huntington County, IN"	"18069"	180	36395	494.6
	"Jackson County, IN"	"18071"	204	44222	461.3
	"Jasper County, IN"	"18073"	173	33440	517.3
	"Jay County, IN"	"18075"	95	20416	465.3
	"Jefferson County, IN"	"18077"	185	32110	576.1
	"Jennings County, IN"	"18079"	147	27515	534.3
	"Johnson County, IN"	"18081"	634	160607	394.8
	"Knox County, IN"	"18083"	196	36522	536.7
	"Kosciusko County, IN"	"18085"	324	78988	410.2
	"Lagrange County, IN"	"18087"	106	40119	264.2
	"Lake County, IN"	"18089"	2228	487536	457.0
	"La Porte County, IN"	"18091"	525	109663	478.7
	"Lawrence County, IN"	"18093"	247	45496	542.9
	"Madison County, IN"	"18095"	659	129681	508.2
	"Marion County, IN"	"18097"	3417	966183	353.7
	"Marshall County, IN"	"18099"	199	46108	431.6
	"Martin County, IN"	"18101"	47	10079	466.3
	"Miami County, IN"	"18103"	160	35328	452.9
	"Monroe County, IN"	"18105"	391	148219	263.8
	"Montgomery County, IN"	"18107"	198	38365	516.1
	"Morgan County, IN"	"18109"	334	70707	472.4
	"Newton County, IN"	"18111"	73	13907	524.9
	"Noble County, IN"	"18113"	191	47832	399.3
	"Ohio County, IN"	"18115"	35	5892	594.0
	"Orange County, IN"	"18117"	99	19651	503.8
	"Owen County, IN"	"18119"	102	20833	489.6
	"Parke County, IN"	"18121"	75	16871	444.5
	"Perry County, IN"	"18123"	65	19154	339.4
	"Pike County, IN"	"18125"	60	12378	484.7
	"Porter County, IN"	"18127"	677	170980	396.0
	"Posey County, IN"	"18129"	105	25275	415.4
	"Pulaski County, IN"	"18131"	79	12388	637.7
	"Putnam County, IN"	"18133"	184	37469	491.1
	"Randolph County, IN"	"18135"	133	24191	549.8
	"Ripley County, IN"	"18137"	142	28448	499.2
	"Rush County, IN"	"18139"	96	16649	576.6
	"St. Joseph County, IN"	"18141"	1063	271484	391.6
	"Scott County, IN"	"18143"	154	23788	647.4
	"Shelby County, IN"	"18145"	203	44871	452.4
	"Spencer County, IN"	"18147"	69	20225	341.2
	"Starke County, IN"	"18149"	119	23049	516.3
	"Steuben County, IN"	"18151"	159	34831	456.5
	"Sullivan County, IN"	"18153"	78	20578	379.0
	"Switzerland County, IN"	"18155"	53	10724	494.2
	"Tippecanoe County, IN"	"18157"	481	196115	245.3
	"Tipton County, IN"	"18159"	81	15227	531.9
	"Union County, IN"	"18161"	21	7119	295.0
	"Vanderburgh County, IN"	"18163"	807	182447	442.3
	"Vermillion County, IN"	"18165"	74	15329	482.7
	"Vigo County, IN"	"18167"	499	106608	468.1
	"Wabash County, IN"	"18169"	197	30784	639.9
	"Warren County, IN"	"18171"	39	8194	476.0
	"Warrick County, IN"	"18173"	251	63269	396.7
	"Washington County, IN"	"18175"	160	28213	567.1
	"Wayne County, IN"	"18177"	337	65778	512.3
	"Wells County, IN"	"18179"	137	28142	486.8
	"White County, IN"	"18181"	126	24165	521.4
	"Whitley County, IN"	"18183"	133	34378	386.9
	"Adair County, IA"	"19001"	46	7059	651.7
	"Adams County, IA"	"19003"	22	3588	613.2
	"Allamakee County, IA"	"19005"	45	13642	329.9
	"Appanoose County, IA"	"19007"	72	12430	579.2
	"Audubon County, IA"	"19009"	39	5481	711.5
	"Benton County, IA"	"19011"	100	25414	393.5
	"Black Hawk County, IA"	"19013"	548	130786	419.0
	"Boone County, IA"	"19015"	143	26277	544.2
	"Bremer County, IA"	"19017"	96	25311	379.3
	"Buchanan County, IA"	"19019"	94	21287	441.6
	"Buena Vista County, IA"	"19021"	82	19772	414.7
	"Butler County, IA"	"19023"	71	14333	495.4
	"Calhoun County, IA"	"19025"	52	9473	548.9
	"Carroll County, IA"	"19027"	107	19914	537.3
	"Cass County, IA"	"19029"	82	12817	639.8
	"Cedar County, IA"	"19031"	93	18485	503.1
	"Cerro Gordo County, IA"	"19033"	218	42103	517.8
	"Cherokee County, IA"	"19035"	67	11190	598.7
	"Chickasaw County, IA"	"19037"	63	11834	532.4
	"Clarke County, IA"	"19039"	48	9353	513.2
	"Clay County, IA"	"19041"	65	15976	406.9
	"Clayton County, IA"	"19043"	78	17321	450.3
	"Clinton County, IA"	"19045"	256	46392	551.8
	"Crawford County, IA"	"19047"	71	16834	421.8
	"Dallas County, IA"	"19049"	228	96963	235.1
	"Davis County, IA"	"19051"	46	9051	508.2
	"Decatur County, IA"	"19053"	40	7769	514.9
	"Delaware County, IA"	"19055"	65	16937	383.8
	"Des Moines County, IA"	"19057"	200	38708	516.7
	"Dickinson County, IA"	"19059"	89	17549	507.2
	"Dubuque County, IA"	"19061"	378	97590	387.3
	"Emmet County, IA"	"19063"	48	9095	527.8
	"Fayette County, IA"	"19065"	82	19258	425.8
	"Floyd County, IA"	"19067"	79	15480	510.3
	"Franklin County, IA"	"19069"	46	9971	461.3
	"Fremont County, IA"	"19071"	39	6729	579.6
	"Greene County, IA"	"19073"	53	8795	602.6
	"Grundy County, IA"	"19075"	64	12217	523.9
	"Guthrie County, IA"	"19077"	59	10737	549.5
	"Hamilton County, IA"	"19079"	81	14716	550.4
	"Hancock County, IA"	"19081"	57	10507	542.5
	"Hardin County, IA"	"19083"	80	16575	482.7
	"Harrison County, IA"	"19085"	78	13928	560.0
	"Henry County, IA"	"19087"	89	19697	451.8
	"Howard County, IA"	"19089"	61	9176	664.8
	"Humboldt County, IA"	"19091"	43	9473	453.9
	"Ida County, IA"	"19093"	39	6833	570.8
	"Iowa County, IA"	"19095"	80	16138	495.7
	"Jackson County, IA"	"19097"	81	19205	421.8
	"Jasper County, IA"	"19099"	155	37148	417.2
	"Jefferson County, IA"	"19101"	79	18347	430.6
	"Johnson County, IA"	"19103"	328	153740	213.3
	"Jones County, IA"	"19105"	69	20617	334.7
	"Keokuk County, IA"	"19107"	44	10085	436.3
	"Kossuth County, IA"	"19109"	66	14680	449.6
	"Lee County, IA"	"19111"	194	33480	579.5
	"Linn County, IA"	"19113"	838	227854	367.8
	"Louisa County, IA"	"19115"	57	11011	517.7
	"Lucas County, IA"	"19117"	47	8518	551.8
	"Lyon County, IA"	"19119"	41	11756	348.8
	"Madison County, IA"	"19121"	67	16521	405.5
	"Mahaska County, IA"	"19123"	121	22370	540.9
	"Marion County, IA"	"19125"	167	33168	503.5
	"Marshall County, IA"	"19127"	205	39495	519.1
	"Mills County, IA"	"19129"	69	14766	467.3
	"Mitchell County, IA"	"19131"	55	10647	516.6
	"Monona County, IA"	"19133"	66	8598	767.6
	"Monroe County, IA"	"19135"	48	7770	617.8
	"Montgomery County, IA"	"19137"	66	9935	664.3
	"Muscatine County, IA"	"19139"	152	42394	358.5
	"O'Brien County, IA"	"19141"	71	13679	519.0
	"Osceola County, IA"	"19143"	35	5987	584.6
	"Page County, IA"	"19145"	73	15073	484.3
	"Palo Alto County, IA"	"19147"	53	8845	599.2
	"Plymouth County, IA"	"19149"	92	25219	364.8
	"Pocahontas County, IA"	"19151"	35	6607	529.7
	"Polk County, IA"	"19153"	1726	494281	349.2
	"Pottawattamie County, IA"	"19155"	419	93328	449.0
	"Poweshiek County, IA"	"19157"	85	18381	462.4
	"Ringgold County, IA"	"19159"	22	4801	458.2
	"Sac County, IA"	"19161"	64	9603	666.5
	"Scott County, IA"	"19163"	715	173216	412.8
	"Shelby County, IA"	"19165"	63	11430	551.2
	"Sioux County, IA"	"19167"	108	35043	308.2
	"Story County, IA"	"19169"	253	98237	257.5
	"Tama County, IA"	"19171"	83	16801	494.0
	"Taylor County, IA"	"19173"	28	6092	459.6
	"Union County, IA"	"19175"	59	12157	485.3
	"Van Buren County, IA"	"19177"	40	7069	565.9
	"Wapello County, IA"	"19179"	210	34985	600.3
	"Warren County, IA"	"19181"	204	52265	390.3
	"Washington County, IA"	"19183"	106	21992	482.0
	"Wayne County, IA"	"19185"	34	6415	530.0
	"Webster County, IA"	"19187"	182	35934	506.5
	"Winnebago County, IA"	"19189"	42	10277	408.7
	"Winneshiek County, IA"	"19191"	81	19862	407.8
	"Woodbury County, IA"	"19193"	421	103138	408.2
	"Worth County, IA"	"19195"	39	7359	530.0
	"Wright County, IA"	"19197"	77	12416	620.2
	"Allen County, KS"	"20001"	95	12399	766.2
	"Anderson County, KS"	"20003"	51	7949	641.6
	"Atchison County, KS"	"20005"	66	16015	412.1
	"Barber County, KS"	"20007"	37	4358	849.0
	"Barton County, KS"	"20009"	136	25658	530.0
	"Bourbon County, KS"	"20011"	79	14435	547.3
	"Brown County, KS"	"20013"	58	9482	611.7
	"Butler County, KS"	"20015"	326	66992	486.6
	"Chase County, KS"	"20017"	19	2586	Unreliable
	"Chautauqua County, KS"	"20019"	21	3230	650.2
	"Cherokee County, KS"	"20021"	119	19681	604.6
	"Cheyenne County, KS"	"20023"	14	2600	Unreliable
	"Clay County, KS"	"20027"	48	8025	598.1
	"Cloud County, KS"	"20029"	64	8642	740.6
	"Coffey County, KS"	"20031"	58	8158	711.0
	"Comanche County, KS"	"20033"	11	1690	Unreliable
	"Cowley County, KS"	"20035"	181	34628	522.7
	"Crawford County, KS"	"20037"	208	38730	537.1
	"Decatur County, KS"	"20039"	16	2776	Unreliable
	"Dickinson County, KS"	"20041"	124	18266	678.9
	"Doniphan County, KS"	"20043"	34	7496	453.6
	"Douglas County, KS"	"20045"	329	122530	268.5
	"Edwards County, KS"	"20047"	22	2750	800.0
	"Elk County, KS"	"20049"	18	2507	Unreliable
	"Ellis County, KS"	"20051"	116	28671	404.6
	"Ellsworth County, KS"	"20053"	33	6034	546.9
	"Finney County, KS"	"20055"	92	35917	256.1
	"Ford County, KS"	"20057"	111	33094	335.4
	"Franklin County, KS"	"20059"	133	25703	517.4
	"Geary County, KS"	"20061"	109	32218	338.3
	"Gove County, KS"	"20063"	22	2621	839.4
	"Graham County, KS"	"20065"	22	2389	920.9
	"Grant County, KS"	"20067"	21	7077	296.7
	"Gray County, KS"	"20069"	16	5954	Unreliable
	"Greeley County, KS"	"20071"	10	1196	Unreliable
	"Greenwood County, KS"	"20073"	53	5868	903.2
	"Hamilton County, KS"	"20075"	10	2425	Unreliable
	"Harper County, KS"	"20077"	36	5336	674.7
	"Harvey County, KS"	"20079"	185	34291	539.5
	"Haskell County, KS"	"20081"	23	3923	586.3
	"Hodgeman County, KS"	"20083"	12	1779	Unreliable
	"Jackson County, KS"	"20085"	78	13171	592.2
	"Jefferson County, KS"	"20087"	96	19032	504.4
	"Jewell County, KS"	"20089"	11	2833	Unreliable
	"Johnson County, KS"	"20091"	1934	607220	318.5
	"Kearny County, KS"	"20093"	24	3745	640.9
	"Kingman County, KS"	"20095"	87	6974	1247.5
	"Kiowa County, KS"	"20097"	15	2456	Unreliable
	"Labette County, KS"	"20099"	106	19586	541.2
	"Lane County, KS"	"20101"	15	1518	Unreliable
	"Leavenworth County, KS"	"20103"	326	82246	396.4
	"Lincoln County, KS"	"20105"	20	2986	669.8
	"Linn County, KS"	"20107"	67	9654	694.0
	"Logan County, KS"	"20109"	15	2732	Unreliable
	"Lyon County, KS"	"20111"	129	33045	390.4
	"McPherson County, KS"	"20113"	147	28448	516.7
	"Marion County, KS"	"20115"	77	11652	660.8
	"Marshall County, KS"	"20117"	46	9652	476.6
	"Meade County, KS"	"20119"	28	4029	695.0
	"Miami County, KS"	"20121"	153	34334	445.6
	"Mitchell County, KS"	"20123"	34	5879	578.3
	"Montgomery County, KS"	"20125"	200	31502	634.9
	"Morris County, KS"	"20127"	42	5559	755.5
	"Morton County, KS"	"20129"	10	2538	Unreliable
	"Nemaha County, KS"	"20131"	44	10121	434.7
	"Neosho County, KS"	"20133"	103	15929	646.6
	"Ness County, KS"	"20135"	15	2768	Unreliable
	"Norton County, KS"	"20137"	36	5328	675.7
	"Osage County, KS"	"20139"	97	15770	615.1
	"Osborne County, KS"	"20141"	21	3439	610.6
	"Ottawa County, KS"	"20143"	23	5712	402.7
	"Pawnee County, KS"	"20145"	41	6366	644.0
	"Phillips County, KS"	"20147"	31	5181	598.3
	"Pottawatomie County, KS"	"20149"	78	24722	315.5
	"Pratt County, KS"	"20151"	49	9127	536.9
	"Rawlins County, KS"	"20153"	17	2511	Unreliable
	"Reno County, KS"	"20155"	390	61793	631.1
	"Republic County, KS"	"20157"	42	4536	925.9
	"Rice County, KS"	"20159"	60	9362	640.9
	"Riley County, KS"	"20161"	171	73202	233.6
	"Rooks County, KS"	"20163"	25	4827	517.9
	"Rush County, KS"	"20165"	28	2947	950.1
	"Russell County, KS"	"20167"	43	6804	632.0
	"Saline County, KS"	"20169"	274	53926	508.1
	"Scott County, KS"	"20171"	16	4790	Unreliable
	"Sedgwick County, KS"	"20173"	2260	519907	434.7
	"Seward County, KS"	"20175"	58	21038	275.7
	"Shawnee County, KS"	"20177"	927	175999	526.7
	"Sheridan County, KS"	"20179"	17	2520	Unreliable
	"Sherman County, KS"	"20181"	34	5777	588.5
	"Smith County, KS"	"20183"	31	3544	874.7
	"Stafford County, KS"	"20185"	19	4046	Unreliable
	"Stevens County, KS"	"20189"	28	5388	519.7
	"Sumner County, KS"	"20191"	137	22578	606.8
	"Thomas County, KS"	"20193"	30	7702	389.5
	"Wabaunsee County, KS"	"20197"	26	6906	376.5
	"Washington County, KS"	"20201"	28	5427	515.9
	"Wichita County, KS"	"20203"	12	2074	Unreliable
	"Wilson County, KS"	"20205"	56	8362	669.7
	"Woodson County, KS"	"20207"	22	3015	729.7
	"Wyandotte County, KS"	"20209"	633	165265	383.0
	"Adair County, KY"	"21001"	93	19555	475.6
	"Allen County, KY"	"21003"	98	21303	460.0
	"Anderson County, KY"	"21005"	102	22833	446.7
	"Ballard County, KY"	"21007"	51	7769	656.5
	"Barren County, KY"	"21009"	252	44300	568.8
	"Bath County, KY"	"21011"	89	12481	713.1
	"Bell County, KY"	"21013"	186	25482	729.9
	"Boone County, KY"	"21015"	472	135396	348.6
	"Bourbon County, KY"	"21017"	111	19901	557.8
	"Boyd County, KY"	"21019"	297	46516	638.5
	"Boyle County, KY"	"21021"	149	30367	490.7
	"Bracken County, KY"	"21023"	47	8286	567.2
	"Breathitt County, KY"	"21025"	83	12550	661.4
	"Breckinridge County, KY"	"21027"	118	20537	574.6
	"Bullitt County, KY"	"21029"	334	82182	406.4
	"Butler County, KY"	"21031"	66	12703	519.6
	"Caldwell County, KY"	"21033"	76	12687	599.0
	"Calloway County, KY"	"21035"	214	39300	544.5
	"Campbell County, KY"	"21037"	359	94020	381.8
	"Carlisle County, KY"	"21039"	37	4692	788.6
	"Carroll County, KY"	"21041"	56	10730	521.9
	"Carter County, KY"	"21043"	173	26542	651.8
	"Casey County, KY"	"21045"	99	16066	616.2
	"Christian County, KY"	"21047"	288	71478	402.9
	"Clark County, KY"	"21049"	188	36463	515.6
	"Clay County, KY"	"21051"	133	19631	677.5
	"Clinton County, KY"	"21053"	66	10110	652.8
	"Crittenden County, KY"	"21055"	60	8847	678.2
	"Cumberland County, KY"	"21057"	50	6523	766.5
	"Daviess County, KY"	"21059"	468	101978	458.9
	"Edmonson County, KY"	"21061"	73	12235	596.6
	"Elliott County, KY"	"21063"	27	7372	366.3
	"Estill County, KY"	"21065"	92	14109	652.1
	"Fayette County, KY"	"21067"	1064	324735	327.7
	"Fleming County, KY"	"21069"	89	14603	609.5
	"Floyd County, KY"	"21071"	274	34974	783.4
	"Franklin County, KY"	"21073"	274	51118	536.0
	"Fulton County, KY"	"21075"	36	5952	604.8
	"Gallatin County, KY"	"21077"	45	8779	512.6
	"Garrard County, KY"	"21079"	92	17719	519.2
	"Grant County, KY"	"21081"	127	25387	500.3
	"Graves County, KY"	"21083"	202	36818	548.6
	"Grayson County, KY"	"21085"	171	26480	645.8
	"Green County, KY"	"21087"	63	10995	573.0
	"Greenup County, KY"	"21089"	219	34865	628.1
	"Hancock County, KY"	"21091"	37	8742	423.2
	"Hardin County, KY"	"21093"	449	111309	403.4
	"Harlan County, KY"	"21095"	203	25566	794.0
	"Harrison County, KY"	"21097"	121	18920	639.5
	"Hart County, KY"	"21099"	95	19013	499.7
	"Henderson County, KY"	"21101"	237	44740	529.7
	"Henry County, KY"	"21103"	100	16067	622.4
	"Hickman County, KY"	"21105"	37	4364	847.8
	"Hopkins County, KY"	"21107"	246	44662	550.8
	"Jackson County, KY"	"21109"	76	13340	569.7
	"Jefferson County, KY"	"21111"	3451	767452	449.7
	"Jessamine County, KY"	"21113"	220	54057	407.0
	"Johnson County, KY"	"21115"	138	22002	627.2
	"Kenton County, KY"	"21117"	661	167949	393.6
	"Knott County, KY"	"21119"	83	14512	571.9
	"Knox County, KY"	"21121"	203	31022	654.4
	"Larue County, KY"	"21123"	82	14431	568.2
	"Laurel County, KY"	"21125"	307	61238	501.3
	"Lawrence County, KY"	"21127"	107	15436	693.2
	"Lee County, KY"	"21129"	41	7268	564.1
	"Leslie County, KY"	"21131"	67	9637	695.2
	"Letcher County, KY"	"21133"	147	21213	693.0
	"Lewis County, KY"	"21135"	89	13262	671.1
	"Lincoln County, KY"	"21137"	149	24466	609.0
	"Livingston County, KY"	"21139"	81	9041	895.9
	"Logan County, KY"	"21141"	124	27416	452.3
	"Lyon County, KY"	"21143"	59	8133	725.4
	"McCracken County, KY"	"21145"	388	65644	591.1
	"McCreary County, KY"	"21147"	101	17071	591.6
	"McLean County, KY"	"21149"	54	9075	595.0
	"Madison County, KY"	"21151"	378	94265	401.0
	"Magoffin County, KY"	"21153"	60	12017	499.3
	"Marion County, KY"	"21155"	97	19314	502.2
	"Marshall County, KY"	"21157"	184	31163	590.4
	"Martin County, KY"	"21159"	64	11031	580.2
	"Mason County, KY"	"21161"	101	17035	592.9
	"Meade County, KY"	"21163"	108	28616	377.4
	"Menifee County, KY"	"21165"	34	6502	522.9
	"Mercer County, KY"	"21167"	110	21889	502.5
	"Metcalfe County, KY"	"21169"	71	10058	705.9
	"Monroe County, KY"	"21171"	78	10549	739.4
	"Montgomery County, KY"	"21173"	144	28186	510.9
	"Morgan County, KY"	"21175"	79	13142	601.1
	"Muhlenberg County, KY"	"21177"	187	30457	614.0
	"Nelson County, KY"	"21179"	186	46450	400.4
	"Nicholas County, KY"	"21181"	51	7234	705.0
	"Ohio County, KY"	"21183"	142	23899	594.2
